front,back,tags,sources,decks,id
What is the first level of mind?,"The Everyday Mind

The everyday mind is identified with the contents of our mind looking to thought and looking from thought.","meditation,open-hearted awareness,buddhism,happiness,effortless mindfulness",Shift Into Freedom by Loch Kelly,Mindfulness,xb5mSjeACW0VCd7nFRK6
What is dynamic coupling?,"It defines how services *call* each other at runtime.

It represents how quanta communicate at runtime, either synchronously or asynchronously. Thus, fitness functions for these characteristics must be continuous, typically utilizing monitors.","software architecture,dynamic coupling",Software Architecture: The Hard Parts by Neil Ford et al.,Software Architecture,xmMuqB9hqjPRe6vc7StJ
What are the advantages of strict contracts?,"* Guaranteed contract fidelity - possible to ensure exact adherence to values, types, etc. 
* Versioned - strict contracts will require a versioning strategy  
* Easier to verify at build time
* Better documentation","software architecture,contracts",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,xsPZYFd6QG9DSLIG76iY
What is afferent coupling?,The number of incoming couplings to a code artifact.,"software architecture,decomposition,measurement",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,y1z1pu3izlkaC8bMNqmH
How can stability be tracked for a software development team?,"* Change Failure Rate: The rate at which a change introduces a defect at a particular point in the process. 

* Recovery Failure Time: How long to recover from a failure at a particular point in the process.","software engineering,measurement,performance",Modern Software Engineering by David Farley,Effective Engineering,y2S0JnShMWcTDLF9vsVv
What are the advantages of orchestration coordination?,"* Centralized workflow
* Error handling 
* Recoverability 
* State management","software architecture,distributed workflow management",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,yTEmo5oUokIE5LxnSKg4
What are the disadvantages of consumer-driven contracts?,"* Require engineering maturity - eg contract tests must be included in CI, tests can’t be skipped or ignored 
* Two interlocking mechanisms - name-value pairs and consumer-driven contracts rather than one (a schema tool who does it all)","software architecture,contracts",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,yX7gJtSI1tJSs8HF7Gsr
What is semantic coupling?,The inherent coupling that exists in the problem domain. The way the architect models that is the *implementation coupling*.,"software architecture,distributed workflow management",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,yrNprUlQYIcP9cHl5QOf
What are the three laws of mastery?,"* Mastery is a mindset - develop a growth mindset.
* Mastery is a pain - develop grit.
* Mastery is asymptote - you can get really close, but never reach it.","motivation,mastery",Drive by Daniel Pink,Motivation,yyh01ZI1sQ1EFVBsaR6T
What is the *usability* principle?,"Usability is the second key UX principle, which means designing products that are easy to use and navigate. This principle is critical for ensuring that your product is user-friendly and efficient. A product that is difficult to use will not be successful, no matter how well it is designed or how useful it may be. Usability involves designing interfaces that are intuitive and easy to navigate, minimizing the cognitive load on users, and providing clear feedback on user actions.","UX,principles",https://blog.openreplay.com/ux-best-practices-for-developers/,User Experience,z3bZcsuxwB2ebZvgeFRf
What is the *consistency* principle?,"Consistency involves designing interfaces that are consistent across different screens, pages, and interactions. Consistency means using consistent design patterns, typography, and color schemes throughout the product so that users can easily recognize and understand the interface and ensure that a user’s expectations are met. Consistency also means ensuring that interactions and behaviors are consistent across different screens and devices so users can easily move between them.","UX,principles",https://blog.openreplay.com/ux-best-practices-for-developers/,User Experience,z670HsBLDDnEzkhLNqNB
What are three types of data product quantum?,"* Source-aligned DPQ - provides analytical data on behalf of the collaborative architectural quantum, typically a microservice, acting as a cooperative quantum
* Aggregate DPQ - aggregates data from several sources, sync or async
* Fit-for-purpose DPQ - custom-made DPQ to fit a certain purpose, e.g., ML","software architecture,data architecture",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,zM4HZStC6ezjvMBEHH1x
What are the benefits of trunk-based development?,"1. Speed and efficiency

In trunk-based development, the entire team works on a single branch. This model allows for quicker integrations and fewer merge conflicts.

2. Greater Code Stability

Trunk-based development encourages frequent commits, which leads to smaller and more manageable changes.

3. Enhanced Team Collaboration

If you're all working on your own branches, you are not collaborating. You are competing.

If you're all working on the same branch, you tend to have a better awareness of the changes being made. This approach fosters greater team collaboration and knowledge sharing.

4. Improved Continuous Integration and Delivery (CI/CD) Practices

In a trunk-based model, continuous integration becomes more straightforward because your code is committed frequently to trunk, and that's the branch your CI environment is running the build and tests on. 

5. Reduced Technical Debt

With trunk-based development, frequent merges and smaller changes make it easier to manage and reduce the build-up of technical debt.","tech debt,cicd,trunk-based-development",https://trishagee.com/2023/05/29/why-i-prefer-trunk-based-development/,Effective Engineering,zQNxeZcSsmgUJT6qLXLT
What fitness functions for governance can be implemented as part of the *Determine Component Dependencies Pattern*?,"* No component shall have more than <some number> of total dependencies
* <some component> should not have a dependency on <another component>","software architecture,decomposition,architectural fitness function",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,zZJjMmuEn6XzrSErWWEf
What are the four main granularity integrators?,"* Database transactions - are ACID transactions needed required between separate services?
* Workflow - do services need to talk to each other?
* Shared code - do services share code with each other?
* Shared data - do services share data with each other?","software architecture,service granularity",Software Architecture: The Hard Parts by Neal Ford et al.,Software Architecture,zlih2BvRv8sp03X3Cgwy
